build	date	time	subject	group	blockcode	blocknum	trialcode	trialnum	stimulusitem1	stimulusitem2	values.pointsthisturn	values.newtotalscore	response	latency	values.leftoption	values.rightoption	values.leftpic	values.rightpic	values.selecteddirn	values.selectedoption	values.turnnum	values.choicert	values.largegainpic_category	values.smallgainpic_category	values.smalllosspic_category	values.largelosspic_category	values.largegainpic	values.smallgainpic	values.smalllosspic	values.largelosspic	values.risky1pic	values.risky2pic	values.safe1pic	values.safe2pic
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_main	1	images/slide01.jpg	0	0	0	57	737	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_main	2	images/slide02.jpg	0	0	0	57	397	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_main	3	images/slide03.jpg	0	0	0	57	426	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_main	4	images/slide06.jpg	0	0	0	57	375	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_main	5	images/slide07.jpg	0	0	0	57	302	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_dists	6	Each machine can give you any of the 4 types of stamps. However, the red machines are more likely to give you stamps that let you gain MANY points (tools, +10 points) but also stamps where you lose MANY points (faces, -9 points).    On the other hand, the blue machines are more likely to give you stamps where you gain LESS points (animals, +2 points) but also stamps where you lose LESS points (places, -1 points).  To remind you of this while playing, you will see numbers above each machine. The numbers in BOLD tell you the amount of points that machine is more likely to give you...             Press Spacebar to continue	images/group-redRisky-blueSafe.jpg	0	0	57	271	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructions_dists	7	Note that, over the long run all the machines will give you the SAME amount of points. The only difference is in which types of stamps are more likely, ones that give you large gains and losses, vs smaller gains and losses.                    Press Spacebar to continue	images/group-redRisky-blueSafe.jpg	0	0	57	281	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructionslides_selectright	8	images/slide09.jpg	0	0	0	36	2980	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructionslides_selectleft	9	images/slide10.jpg	0	0	0	33	1268	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructionSlidesLastSection	10	images/slide14.jpg	0	0	0	57	759	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructionSlidesLastSection	11	images/slide15.jpg	0	0	0	57	342	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	initial_instructions	1	instructionSlidesLastSection	12	images/slide16.jpg	0	0	0	57	318	NA	NA	NA	NA	NA	NA	0	NA	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe2question	2	images/light-blue-star-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	0	0	3	2744	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	left	safe2	1	706	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallloss	3	images/house.jpg	2	-1	-1	0	0	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	left	safe2	1	706	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe2question	5	images/light-blue-star-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-1	-1	4	608	risky2	safe2	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	2	794	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	6	images/hammer.jpg	10	10	9	0	0	risky2	safe2	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	2	794	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky2question	8	images/light-red-triangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	10	9	4	338	safe2	risky2	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	3	667	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largeloss	9	images/face-03.jpg	-9	-9	0	0	0	safe2	risky2	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	3	667	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe2question	11	images/light-blue-star-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-9	0	3	194	risky2	safe2	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	4	295	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallgain	12	images/animal-silhouette-dog2nohead.jpg	2	2	2	0	0	risky2	safe2	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	4	295	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky2question	14	images/light-red-triangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	2	2	3	217	safe1	risky2	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	5	78	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	15	images/hammer.jpg	10	10	12	0	0	safe1	risky2	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	5	78	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe2question	17	images/light-blue-star-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	10	12	3	137	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	6	186	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallloss	18	images/house.jpg	2	-1	11	0	0	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	6	186	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky2question	20	images/light-red-triangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-1	11	3	93	safe1	risky2	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	7	3	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallloss	21	images/house.jpg	2	-1	10	0	0	safe1	risky2	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	7	3	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe1question	23	images/dark-blue-circle-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-1	10	3	90	risky2	safe1	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	8	5	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallgain	24	images/animal-silhouette-dog2nohead.jpg	2	2	12	0	0	risky2	safe1	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	8	5	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky1question	26	images/dark-red-rectangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	2	12	3	97	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	safe1	9	4	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	27	images/hammer.jpg	10	10	22	0	0	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	safe1	9	4	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
