build	date	time	subject	group	blockcode	blocknum	trialcode	trialnum	stimulusitem1	stimulusitem2	values.pointsthisturn	values.newtotalscore	response	latency	values.leftoption	values.rightoption	values.leftpic	values.rightpic	values.selecteddirn	values.selectedoption	values.turnnum	values.choicert	values.largegainpic_category	values.smallgainpic_category	values.smalllosspic_category	values.largelosspic_category	values.largegainpic	values.smallgainpic	values.smalllosspic	values.largelosspic	values.risky1pic	values.risky2pic	values.safe1pic	values.safe2pic
5.0.9.0	100117	22:29:32	1	1	testblock	2	largeloss	115	images/face-03.jpg	-9	-9	35	0	0	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	38	86	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe1question	117	images/dark-blue-circle-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-9	35	3	211	risky1	safe1	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	39	97	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallgain	118	images/animal-silhouette-dog2nohead.jpg	2	2	37	0	0	risky1	safe1	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	39	97	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky1question	120	images/dark-red-rectangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	2	37	3	170	safe1	risky1	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	40	103	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largeloss	121	images/face-03.jpg	-9	-9	28	0	0	safe1	risky1	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	40	103	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky2question	123	images/light-red-triangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-9	28	3	10	safe2	risky2	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	41	62	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largeloss	124	images/face-03.jpg	-9	-9	19	0	0	safe2	risky2	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	41	62	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky1question	126	images/dark-red-rectangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-9	19	3	194	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	42	204	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallgain	127	images/animal-silhouette-dog2nohead.jpg	2	2	21	0	0	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	42	204	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe2question	129	images/light-blue-star-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	2	21	3	193	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	43	111	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallgain	130	images/animal-silhouette-dog2nohead.jpg	2	2	23	0	0	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	43	111	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe1question	132	images/dark-blue-circle-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	2	23	3	381	risky1	safe1	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	44	124	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	133	images/hammer.jpg	10	10	33	0	0	risky1	safe1	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	44	124	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe2question	135	images/light-blue-star-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	10	33	4	3890	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	45	121	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	136	images/hammer.jpg	10	10	43	0	0	risky1	safe2	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-blue-star-safe.jpg	right	safe2	45	121	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe1question	138	images/dark-blue-circle-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	10	43	3	151	risky2	safe1	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	46	626	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallloss	139	images/house.jpg	2	-1	42	0	0	risky2	safe1	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	46	626	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	safe1question	141	images/dark-blue-circle-safe.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	-1	42	3	102	risky1	safe1	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	47	324	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	smallgain	142	images/animal-silhouette-dog2nohead.jpg	2	2	44	0	0	risky1	safe1	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	right	safe1	47	324	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky2question	144	images/light-red-triangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	2	44	3	129	safe1	risky2	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	48	20	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	145	images/hammer.jpg	10	10	54	0	0	safe1	risky2	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	48	20	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky2question	147	images/light-red-triangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	10	54	3	101	safe2	risky2	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	49	24	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	148	images/hammer.jpg	10	10	64	0	0	safe2	risky2	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	right	risky2	49	24	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	risky1question	150	images/dark-red-rectangle-risky.jpg	Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'	10	64	3	274	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	testblock	2	largegain	151	images/hammer.jpg	10	10	74	0	0	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	attentionQuiz	3	attentionQuizLargeGain	1	What value did this stamp map too? Please type in the value.               A. '-9'             B. '-1'             C. '2'             D. '10'	images/hammer.jpg	10	74	10	6293	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	attentionQuiz	3	attentionQuizSmallGain	2	What value did this stamp map too? Please type in the value.               A. '-9'             B. '-1'             C. '2'             D. '10'	images/animal-silhouette-dog2nohead.jpg	10	74	2	2877	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	attentionQuiz	3	attentionQuizLargeLoss	3	What value did this stamp map too? Please type in the value.               A. '-9'             B. '-1'             C. '2'             D. '10'	images/face-03.jpg	10	74	-1	1840	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	attentionQuiz	3	attentionQuizSmallLoss	4	What value did this stamp map too? Please type in the value.               A. '-9'             B. '-1'             C. '2'             D. '10'	images/house.jpg	10	74	-9	1969	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
5.0.9.0	100117	22:29:32	1	1	thankYouAndPaymentBlock	4	thankYouAndPaymentTrial	1	Thank you for participating in this study. You have earned 111 cents bonus pay.	0	10	74	57	2798	safe2	risky1	<%values.imagespath%>light-blue-star-safe.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	right	risky1	50	476	tools	animals	places	faces	<%values.imagespath%>hammer.jpg	<%values.imagespath%>animal-silhouette-dog2nohead.jpg	<%values.imagespath%>house.jpg	<%values.imagespath%>face-03.jpg	<%values.imagespath%>dark-red-rectangle-risky.jpg	<%values.imagespath%>light-red-triangle-risky.jpg	<%values.imagespath%>dark-blue-circle-safe.jpg	<%values.imagespath%>light-blue-star-safe.jpg
